Start Time,End Time,First Name,Last Name,Phone,Email,Type,Calendar,Appointment Price,Paid?,Amount Paid Online,Certificate Code,Notes,Date Scheduled,Label,Scheduled By,"Име на компанията, в която работите | Name of the company you work for  ",Служебен имейл | Work email  ,Предпочитани платформи | Preferred platforms  ,Appointment ID
"October 11, 2022 12:00","October 11, 2022 12:50",Лянка,Илиева,885201535,lyanka.ilieva@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-10,,a client ,Swift Systems,l.ilieva@swift.systems.com,,913540909
"October 11, 2022 14:00","October 11, 2022 14:50",Ламби,Чуканов,,lambi.chukanov@mail.bg,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-10-04,,a trainer,,,,910245681
"October 11, 2022 15:00","October 11, 2022 15:50",Aylin,Young,898931203,aylin.young@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-10-07,,client logged in asaylin.young@msn.com,BlueNova,aylin.young@msn.com,Viber,912264248
"October 11, 2022 17:00","October 11, 2022 17:50",Петрийка,Количков,812522591,petrijka.kolichkov@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-10-03,,a client ,Swift Systems,p.kolichkov@swift.systems.com,,909656408
"October 11, 2022 18:00","October 11, 2022 18:50",Павлинчо,Куртакова,359818125925,pavlincho.kurtakova@abv.bg,Novex: Онлайн тренинг за лидери  |  Online leadership training,София Димитрова | Sofia Dimitrova,0,no,0,,,2022-10-05,,a client ,Novex,pavlincho.kurtakova@abv.bg,Viber,910933337
"October 11, 2022 18:30","October 11, 2022 19:20",Дюкяна,Шкембова,,,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-13,,a trainer,,,,898009923
"October 11, 2022 18:30","October 11, 2022 19:20",Aylin,Walsh,2915151935200,aylin.walsh@yandex.ru,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Радослав Иванов | Radoslav Ivanov,0,no,0,,,2022-09-28,,a client ,iNdigo,aylin.walsh@yandex.ru,"Zoom, Skype, Viber",906681864
"October 11, 2022 20:30","October 11, 2022 21:20",Carlos,Swanson,359898229021,carlos.swanson@yahoo.co.uk,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-10-07,,a trainer,,,,912276485
"October 12, 2022 10:00","October 12, 2022 10:50",Щедра,Точева-Клопова,882313532,shhedra.tocheva-klopova@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-10,,a trainer,Swift Systems,s.tocheva-klopova@swift.systems.com,,913481525
"October 12, 2022 11:00","October 12, 2022 11:50",Шино,Яназов,883210110,shino.yanazov@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-08,,client logged in asshino.yanazov@yahoo.com,BlueNova,s.yanazov@bluenova.com,,912916880
"October 12, 2022 12:00","October 12, 2022 12:50",Виктория,Певецова,898291921,viktoriya.pevecova@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-10-10,,a client ,Novex,v.pevecova@novex.com,,913567986
"October 12, 2022 13:00","October 12, 2022 13:50",Хектор,Крушовска,883528082,xektor.krushovska@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-10-06,,a trainer,Swift Systems,x.krushovska@swift.systems.com,,911552386
"October 12, 2022 13:00","October 12, 2022 13:50",Marlee,Whitney,359893038289,marlee.whitney@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-10,,client logged in asmarlee.whitney@gmail.com,BlueNova,m.whitney@bluenova.com,Zoom,913882882
"October 12, 2022 15:00","October 12, 2022 15:50",Панделис,Каракашев,883331511,pandelis.karakashev@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-09-30,,client logged in aspandelis.karakashev@yahoo.com,BlueNova,p.karakashev@bluenova.com,,908012083
"October 12, 2022 15:00","October 12, 2022 15:50",Ansley,Miller,,ansley.miller@yandex.ru,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-10-06,,a trainer,,,,911635972
"October 12, 2022 16:00","October 12, 2022 16:50",Георги,Парашкевов,888811192,georgi.parashkevov@mail.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-10-09,,a client ,Swift Systems,g.parashkevov@swift.systems.com,Viber,913142595
"October 12, 2022 16:00","October 12, 2022 16:50",Angela,Miranda,882222093,angela.miranda@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-10-10,,a client ,Swift Systems,a.miranda@swift.systems.com,,913615771
"October 12, 2022 17:00","October 12, 2022 17:50",Богдан,Яркова,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-10-10,,a trainer,,,,913593418
"October 12, 2022 18:00","October 12, 2022 18:50",Гико,Пондьов,892821911,giko.pondaov@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-10-03,,a client ,Swift Systems,g.pondaov@swift.systems.com,,909703260
"October 12, 2022 19:00","October 12, 2022 19:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-09-30,,a trainer,,,,907981321
"October 13, 2022 9:00","October 13, 2022 9:50",Явора,Вакрилов,888510102,yavora.vakrilov@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-10-05,,a trainer,,,,911174531
"October 13, 2022 9:30","October 13, 2022 10:20",Дуда,Бележкова,885921292,duda.belezhkova@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-10,,a trainer,Swift Systems,d.belezhkova@swift.systems.com,,913481782
"October 13, 2022 11:00","October 13, 2022 11:50",Илиян,Ментешев,882112812,iliyan.menteshev@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-10,,a trainer,Swift Systems,i.menteshev@swift.systems.com,,913481959
"October 13, 2022 12:00","October 13, 2022 12:50",Eli,Pratt,892329111,eli.pratt@gmail.com,Spark Innovations: Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-10-03,,a client ,Spark Innovations,e.pratt@spark.innovations.com,,909427079
"October 13, 2022 12:00","October 13, 2022 12:50",Оханес,Червенкова,882085080,oxanes.chervenkova@gmail.com,Novex: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-10-07,,a client ,Novex,o.chervenkova@novex.com,,912293930
"October 13, 2022 15:00","October 13, 2022 15:50",Захаринка,Многознаева,888102255,zaxarinka.mnogoznaeva@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-10-06,,a trainer,Swift Systems,z.mnogoznaeva@swift.systems.com,,911552146
"October 13, 2022 15:00","October 13, 2022 15:50",Сибила,Тодоров,359899211120,sibila.todorov@gmail.com,Zetron: Тренинг за лидери на живо | Leadership training in person,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-10-06,,a trainer,,,,911667063
"October 13, 2022 16:00","October 13, 2022 16:50",Dustin,Gill,359885508202,dustin.gill@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Любомира Иванова | Lyubomira Ivanova,0,no,0,,,2022-10-10,,a client ,BlueNova,d.gill@bluenova.com,"Zoom, Skype, Viber",913641944
"October 13, 2022 17:00","October 13, 2022 17:50",Ростислава,Мочев,892981120,rostislava.mochev@abv.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-09-15,,client logged in asrostislava.mochev@abv.bg,Novex,rostislava.mochev@abv.bg,,899420499
"October 13, 2022 17:00","October 13, 2022 17:50",Чудомир,Кокошкова,883555582,chudomir.kokoshkova@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-09-30,,a client ,BlueNova,c.kokoshkova@bluenova.com,,908096552
"October 13, 2022 17:00","October 13, 2022 17:50",Nash,Harding,359818132229,nash.harding@msn.com,ModernTech: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0,no,0,,,2022-10-12,,a client ,ModernTech,n.harding@moderntech.com,,914964552
"October 13, 2022 18:00","October 13, 2022 18:50",Isla,Bell,895800121,isla.bell@yahoo.co.uk,WiseWay | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-08-29,,client logged in asisla.bell@yahoo.co.uk,WiseWay,i.bell@wiseway.com,,888863061
"October 13, 2022 18:00","October 13, 2022 18:50",Ishaan,Frank,892219123,ishaan.frank@msn.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-09-30,,a trainer,,,,907981496
"October 13, 2022 18:00","October 13, 2022 18:50",Иваничка,Рошльов,889322082,ivanichka.roshlaov@yahoo.com,Vortex | Leadership training in person | Тренинг за лидери на живо,Калина Петрова | Kalina Petrova,0,no,0,,,2022-10-10,,a client ,Vortex,i.roshlaov@vortex.com,,913500371
"October 13, 2022 18:00","October 13, 2022 18:50",Кети,Докова,893122212,keti.dokova@abv.bg,ModernTech: Онлайн тренинг за лидери | Online leadership training,София Димитрова | Sofia Dimitrova,0,no,0,,,2022-10-12,,a client ,,,Zoom,914965834
"October 13, 2022 19:00","October 13, 2022 19:50",Ширко,Клатикрушев,885521133,shirko.klatikrushev@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Радослав Иванов | Radoslav Ivanov,0,no,0,,,2022-10-07,,client logged in asshirko.klatikrushev@yahoo.com,Swift Systems,s.klatikrushev@swift.systems.com,,912280767
"October 13, 2022 19:15","October 13, 2022 20:05",Бързана,Певецова,,barzana.pevecova@gmail.com,Spark Innovations: Online leadership training | Онлайн тренинг за лидери,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-10-14,,a trainer,,,,916128355
"October 14, 2022 10:00","October 14, 2022 10:50",Запрян,Яназов,359899908252,zapryan.yanazov@yahoo.com,Novex: Онлайн тренинг за лидери  |  Online leadership training,Калина Петрова | Kalina Petrova,0,no,0,,,2022-10-12,,a client ,Novex,z.yanazov@novex.com,Viber,914976055
"October 14, 2022 10:30","October 14, 2022 11:20",Заварин,Крушовска,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-10-13,,a trainer,,,,915665625
"October 14, 2022 11:30","October 14, 2022 12:20",Аксентия,Васовa,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-10-13,,a trainer,,,,915669396
"October 14, 2022 12:30","October 14, 2022 13:20",Angela,Miranda,882222093,angela.miranda@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-10-11,,a client ,Swift Systems,a.miranda@swift.systems.com,,914192271
"October 14, 2022 13:00","October 14, 2022 13:50",Ренгия,Колев,891188511,rengiya.kolev@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-10-06,,a trainer,Novex,r.kolev@novex.com,,911551858
"October 14, 2022 13:00","October 14, 2022 13:50",Живомира,Занов,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-10-11,,a trainer,,,,914278328
"October 14, 2022 16:00","October 14, 2022 16:50",Фуко,Габровлиева,818922089,fuko.gabrovlieva@gmail.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Калина Петрова | Kalina Petrova,0,no,0,,,2022-10-10,,a client ,Swift Systems,f.gabrovlieva@swift.systems.com,,913803198
"October 14, 2022 16:00","October 14, 2022 16:50",Нигрита,Кукуригов,,,Test: Тренинг за лидери на живо | Leadership training in person,Михаил Димитров | Mihail Dimitrov,0,no,0,,,2022-10-13,,a trainer,,,,915665917
